,sales,date,region
874,1740.0,2018-09-12,east
875,1533.0,2018-09-12,west
876,1653.0,2018-09-13,north
877,1560.0,2018-09-13,south
878,1677.0,2018-09-13,east
879,1539.0,2018-09-13,west
880,1713.0,2018-09-14,north
881,1554.0,2018-09-14,south
882,1743.0,2018-09-14,east
883,1701.0,2018-09-14,west
884,1587.0,2018-09-15,north
885,1512.0,2018-09-15,south
886,1698.0,2018-09-15,east
887,1746.0,2018-09-15,west
888,1554.0,2018-09-16,north
889,1554.0,2018-09-16,south
890,1782.0,2018-09-16,east
891,1782.0,2018-09-16,west
892,1764.0,2018-09-17,north
893,1620.0,2018-09-17,south
894,1545.0,2018-09-17,east
895,1722.0,2018-09-17,west
896,1503.0,2018-09-18,north
897,1530.0,2018-09-18,south
898,1737.0,2018-09-18,east
899,1692.0,2018-09-18,west
900,1542.0,2018-09-19,north
901,1758.0,2018-09-19,south
902,1779.0,2018-09-19,east
903,1593.0,2018-09-19,west
904,1686.0,2018-09-20,north
905,1749.0,2018-09-20,south
906,1662.0,2018-09-20,east
907,1569.0,2018-09-20,west
908,1590.0,2018-09-21,north
909,1665.0,2018-09-21,south
910,1716.0,2018-09-21,east
911,1704.0,2018-09-21,west
912,1632.0,2018-09-22,north
913,1581.0,2018-09-22,south
914,1758.0,2018-09-22,east
915,1641.0,2018-09-22,west
916,1731.0,2018-09-23,north
917,1677.0,2018-09-23,south
918,1728.0,2018-09-23,east
919,1755.0,2018-09-23,west
920,1611.0,2018-09-24,north
921,1593.0,2018-09-24,south
922,1797.0,2018-09-24,east
923,1560.0,2018-09-24,west
924,1530.0,2018-09-25,north
925,1770.0,2018-09-25,south
926,1611.0,2018-09-25,east
927,1701.0,2018-09-25,west
928,1617.0,2018-09-26,north
929,1515.0,2018-09-26,south
930,1713.0,2018-09-26,east
931,1500.0,2018-09-26,west
932,1632.0,2018-09-27,north
933,1713.0,2018-09-27,south
934,1743.0,2018-09-27,east
935,1587.0,2018-09-27,west
936,1749.0,2018-09-28,north
937,1533.0,2018-09-28,south
938,1653.0,2018-09-28,east
939,1512.0,2018-09-28,west
940,1518.0,2018-09-29,north
941,1623.0,2018-09-29,south
942,1701.0,2018-09-29,east
943,1596.0,2018-09-29,west
944,1746.0,2018-09-30,north
945,1536.0,2018-09-30,south
946,1659.0,2018-09-30,east
947,1524.0,2018-09-30,west
948,1782.0,2018-10-01,north
949,1632.0,2018-10-01,south
950,1755.0,2018-10-01,east
951,1650.0,2018-10-01,west
952,1680.0,2018-10-02,north
953,1701.0,2018-10-02,south
954,1800.0,2018-10-02,east
955,1740.0,2018-10-02,west
956,1563.0,2018-10-03,north
957,1788.0,2018-10-03,south
958,1536.0,2018-10-03,east
959,1764.0,2018-10-03,west
960,1512.0,2018-10-04,north
961,1560.0,2018-10-04,south
962,1626.0,2018-10-04,east
963,1797.0,2018-10-04,west
964,1779.0,2018-10-05,north
965,1683.0,2018-10-05,south
966,1713.0,2018-10-05,east
967,1794.0,2018-10-05,west
968,1584.0,2018-10-06,north
969,1647.0,2018-10-06,south
970,1596.0,2018-10-06,east
971,1515.0,2018-10-06,west
972,1533.0,2018-10-07,north
973,1608.0,2018-10-07,south
974,1794.0,2018-10-07,east
975,1578.0,2018-10-07,west
976,1701.0,2018-10-08,north
977,1617.0,2018-10-08,south
978,1779.0,2018-10-08,east
979,1785.0,2018-10-08,west
980,1680.0,2018-10-09,north
981,1590.0,2018-10-09,south
982,1551.0,2018-10-09,east
983,1587.0,2018-10-09,west
984,1749.0,2018-10-10,north
985,1701.0,2018-10-10,south
986,1599.0,2018-10-10,east
987,1506.0,2018-10-10,west
988,1596.0,2018-10-11,north
989,1800.0,2018-10-11,south
990,1749.0,2018-10-11,east
991,1674.0,2018-10-11,west
992,1782.0,2018-10-12,north
993,1647.0,2018-10-12,south
994,1542.0,2018-10-12,east
995,1656.0,2018-10-12,west
996,1581.0,2018-10-13,north
997,1713.0,2018-10-13,south
998,1722.0,2018-10-13,east
999,1686.0,2018-10-13,west
1000,1728.0,2018-10-14,north
1001,1755.0,2018-10-14,south
1002,1503.0,2018-10-14,east
1003,1602.0,2018-10-14,west
1004,1605.0,2018-10-15,north
1005,1719.0,2018-10-15,south
1006,1548.0,2018-10-15,east
1007,1626.0,2018-10-15,west
1008,1551.0,2018-10-16,north
1009,1662.0,2018-10-16,south
1010,1650.0,2018-10-16,east
1011,1788.0,2018-10-16,west
1012,1536.0,2018-10-17,north
1013,1551.0,2018-10-17,south
1014,1656.0,2018-10-17,east
1015,1644.0,2018-10-17,west
1016,1692.0,2018-10-18,north
1017,1518.0,2018-10-18,south
1018,1509.0,2018-10-18,east
1019,1674.0,2018-10-18,west
1020,1521.0,2018-10-19,north
1021,1632.0,2018-10-19,south
1022,1794.0,2018-10-19,east
1023,1689.0,2018-10-19,west
1024,1692.0,2018-10-20,north
1025,1662.0,2018-10-20,south
1026,1776.0,2018-10-20,east
1027,1710.0,2018-10-20,west
1028,1569.0,2018-10-21,north
1029,1704.0,2018-10-21,south
1030,1767.0,2018-10-21,east
1031,1767.0,2018-10-21,west
1032,1542.0,2018-10-22,north
1033,1707.0,2018-10-22,south
1034,1578.0,2018-10-22,east
1035,1521.0,2018-10-22,west
1036,1764.0,2018-10-23,north
1037,1683.0,2018-10-23,south
1038,1602.0,2018-10-23,east
1039,1755.0,2018-10-23,west
1040,1650.0,2018-10-24,north
1041,1629.0,2018-10-24,south
1042,1692.0,2018-10-24,east
1043,1542.0,2018-10-24,west
1044,1629.0,2018-10-25,north
1045,1587.0,2018-10-25,south
1046,1635.0,2018-10-25,east
1047,1653.0,2018-10-25,west
1048,1596.0,2018-10-26,north
1049,1524.0,2018-10-26,south
1050,1545.0,2018-10-26,east
1051,1707.0,2018-10-26,west
1052,1509.0,2018-10-27,north
1053,1509.0,2018-10-27,south
1054,1686.0,2018-10-27,east
1055,1785.0,2018-10-27,west
1056,1635.0,2018-10-28,north
1057,1752.0,2018-10-28,south
1058,1785.0,2018-10-28,east
1059,1755.0,2018-10-28,west
1060,1707.0,2018-10-29,north
1061,1701.0,2018-10-29,south
1062,1599.0,2018-10-29,east
1063,1782.0,2018-10-29,west
1064,1677.0,2018-10-30,north
1065,1719.0,2018-10-30,south
1066,1530.0,2018-10-30,east
1067,1776.0,2018-10-30,west
1068,1674.0,2018-10-31,north
1069,1641.0,2018-10-31,south
1070,1596.0,2018-10-31,east
1071,1506.0,2018-10-31,west
1072,1692.0,2018-11-01,north
1073,1623.0,2018-11-01,south
1074,1593.0,2018-11-01,east
1075,1551.0,2018-11-01,west
1076,1728.0,2018-11-02,north
1077,1608.0,2018-11-02,south
1078,1530.0,2018-11-02,east
1079,1791.0,2018-11-02,west
1080,1704.0,2018-11-03,north
1081,1653.0,2018-11-03,south
1082,1548.0,2018-11-03,east
1083,1626.0,2018-11-03,west
1084,1695.0,2018-11-04,north
1085,1590.0,2018-11-04,south
1086,1530.0,2018-11-04,east
1087,1644.0,2018-11-04,west
1088,1611.0,2018-11-05,north
1089,1617.0,2018-11-05,south
1090,1776.0,2018-11-05,east
1091,1641.0,2018-11-05,west
1092,1740.0,2018-11-06,north
1093,1590.0,2018-11-06,south
1094,1773.0,2018-11-06,east
1095,1641.0,2018-11-06,west
1096,1527.0,2018-11-07,north
1097,1755.0,2018-11-07,south
1098,1650.0,2018-11-07,east
1099,1593.0,2018-11-07,west
1100,1548.0,2018-11-08,north
1101,1623.0,2018-11-08,south
1102,1500.0,2018-11-08,east
1103,1569.0,2018-11-08,west
1104,1647.0,2018-11-09,north
1105,1662.0,2018-11-09,south
1106,1710.0,2018-11-09,east
1107,1719.0,2018-11-09,west
1108,1590.0,2018-11-10,north
1109,1539.0,2018-11-10,south
1110,1566.0,2018-11-10,east
1111,1770.0,2018-11-10,west
1112,1722.0,2018-11-11,north
1113,1524.0,2018-11-11,south
1114,1641.0,2018-11-11,east
1115,1662.0,2018-11-11,west
1116,1716.0,2018-11-12,north
1117,1611.0,2018-11-12,south
1118,1569.0,2018-11-12,east
1119,1797.0,2018-11-12,west
1120,1698.0,2018-11-13,north
1121,1581.0,2018-11-13,south
1122,1776.0,2018-11-13,east
1123,1644.0,2018-11-13,west
1124,1563.0,2018-11-14,north
1125,1707.0,2018-11-14,south
1126,1533.0,2018-11-14,east
1127,1572.0,2018-11-14,west
1128,1623.0,2018-11-15,north
1129,1698.0,2018-11-15,south
1130,1521.0,2018-11-15,east
1131,1707.0,2018-11-15,west
1132,1587.0,2018-11-16,north
1133,1776.0,2018-11-16,south
1134,1662.0,2018-11-16,east
1135,1578.0,2018-11-16,west
1136,1554.0,2018-11-17,north
1137,1515.0,2018-11-17,south
1138,1602.0,2018-11-17,east
1139,1557.0,2018-11-17,west
1140,1521.0,2018-11-18,north
1141,1740.0,2018-11-18,south
1142,1617.0,2018-11-18,east
1143,1647.0,2018-11-18,west
1144,1551.0,2018-11-19,north
1145,1500.0,2018-11-19,south
1146,1725.0,2018-11-19,east
1147,1563.0,2018-11-19,west
1148,1791.0,2018-11-20,north
1149,1578.0,2018-11-20,south
1150,1632.0,2018-11-20,east
1151,1674.0,2018-11-20,west
1152,1617.0,2018-11-21,north
1153,1509.0,2018-11-21,south
1154,1644.0,2018-11-21,east
1155,1542.0,2018-11-21,west
1156,1650.0,2018-11-22,north
1157,1758.0,2018-11-22,south
1158,1710.0,2018-11-22,east
1159,1737.0,2018-11-22,west
1160,1779.0,2018-11-23,north
1161,1743.0,2018-11-23,south
1162,1560.0,2018-11-23,east
1163,1719.0,2018-11-23,west
1164,1689.0,2018-11-24,north
1165,1605.0,2018-11-24,south
1166,1683.0,2018-11-24,east
1167,1518.0,2018-11-24,west
1168,1665.0,2018-11-25,north
1169,1671.0,2018-11-25,south
1170,1704.0,2018-11-25,east
1171,1731.0,2018-11-25,west
1172,1653.0,2018-11-26,north
1173,1542.0,2018-11-26,south
1174,1659.0,2018-11-26,east
1175,1650.0,2018-11-26,west
1176,1773.0,2018-11-27,north
1177,1647.0,2018-11-27,south
1178,1725.0,2018-11-27,east
1179,1644.0,2018-11-27,west
1180,1767.0,2018-11-28,north
1181,1728.0,2018-11-28,south
1182,1719.0,2018-11-28,east
1183,1677.0,2018-11-28,west
1184,1686.0,2018-11-29,north
1185,1527.0,2018-11-29,south
1186,1689.0,2018-11-29,east
1187,1686.0,2018-11-29,west
1188,1641.0,2018-11-30,north
1189,1665.0,2018-11-30,south
1190,1755.0,2018-11-30,east
1191,1551.0,2018-11-30,west
1192,1665.0,2018-12-01,north
1193,1527.0,2018-12-01,south
1194,1536.0,2018-12-01,east
1195,1656.0,2018-12-01,west
1196,1563.0,2018-12-02,north
1197,1554.0,2018-12-02,south
1198,1602.0,2018-12-02,east
1199,1737.0,2018-12-02,west
1200,1506.0,2018-12-03,north
1201,1755.0,2018-12-03,south
1202,1572.0,2018-12-03,east
1203,1608.0,2018-12-03,west
1204,1722.0,2018-12-04,north
1205,1788.0,2018-12-04,south
1206,1788.0,2018-12-04,east
1207,1587.0,2018-12-04,west
1208,1677.0,2018-12-05,north
1209,1725.0,2018-12-05,south
1210,1731.0,2018-12-05,east
1211,1518.0,2018-12-05,west
1212,1737.0,2018-12-06,north
1213,1797.0,2018-12-06,south
1214,1662.0,2018-12-06,east
1215,1662.0,2018-12-06,west
1216,1716.0,2018-12-07,north
1217,1596.0,2018-12-07,south
1218,1653.0,2018-12-07,east
1219,1635.0,2018-12-07,west
1220,1782.0,2018-12-08,north
1221,1773.0,2018-12-08,south
1222,1755.0,2018-12-08,east
1223,1719.0,2018-12-08,west
1224,1737.0,2018-12-09,north
1225,1548.0,2018-12-09,south
1226,1665.0,2018-12-09,east
1227,1659.0,2018-12-09,west
1228,1659.0,2018-12-10,north
1229,1575.0,2018-12-10,south
1230,1509.0,2018-12-10,east
1231,1767.0,2018-12-10,west
1232,1509.0,2018-12-11,north
1233,1527.0,2018-12-11,south
1234,1575.0,2018-12-11,east
1235,1620.0,2018-12-11,west
1236,1623.0,2018-12-12,north
1237,1623.0,2018-12-12,south
1238,1773.0,2018-12-12,east
1239,1743.0,2018-12-12,west
1240,1719.0,2018-12-13,north
1241,1782.0,2018-12-13,south
1242,1713.0,2018-12-13,east
1243,1593.0,2018-12-13,west
1244,1716.0,2018-12-14,north
1245,1686.0,2018-12-14,south
1246,1569.0,2018-12-14,east
1247,1704.0,2018-12-14,west
1248,1554.0,2018-12-15,north
1249,1545.0,2018-12-15,south
1250,1587.0,2018-12-15,east
1251,1800.0,2018-12-15,west
1252,1635.0,2018-12-16,north
1253,1620.0,2018-12-16,south
1254,1800.0,2018-12-16,east
1255,1641.0,2018-12-16,west
1256,1635.0,2018-12-17,north
1257,1527.0,2018-12-17,south
1258,1626.0,2018-12-17,east
1259,1716.0,2018-12-17,west
1260,1755.0,2018-12-18,north
1261,1755.0,2018-12-18,south
1262,1605.0,2018-12-18,east
1263,1779.0,2018-12-18,west
1264,1566.0,2018-12-19,north
1265,1566.0,2018-12-19,south
1266,1797.0,2018-12-19,east
1267,1770.0,2018-12-19,west
1268,1731.0,2018-12-20,north
1269,1551.0,2018-12-20,south
1270,1767.0,2018-12-20,east
1271,1626.0,2018-12-20,west
1272,1659.0,2018-12-21,north
1273,1710.0,2018-12-21,south
1274,1542.0,2018-12-21,east
1275,1569.0,2018-12-21,west
1276,1776.0,2018-12-22,north
1277,1578.0,2018-12-22,south
1278,1668.0,2018-12-22,east
1279,1527.0,2018-12-22,west
1280,1770.0,2018-12-23,north
1281,1623.0,2018-12-23,south
1282,1710.0,2018-12-23,east
1283,1731.0,2018-12-23,west
1284,1740.0,2018-12-24,north
1285,1632.0,2018-12-24,south
1286,1719.0,2018-12-24,east
1287,1500.0,2018-12-24,west
1288,1512.0,2018-12-25,north
1289,1605.0,2018-12-25,south
1290,1623.0,2018-12-25,east
1291,1533.0,2018-12-25,west
1292,1683.0,2018-12-26,north
1293,1734.0,2018-12-26,south
1294,1545.0,2018-12-26,east
1295,1587.0,2018-12-26,west
1296,1578.0,2018-12-27,north
1297,1650.0,2018-12-27,south
1298,1632.0,2018-12-27,east
1299,1713.0,2018-12-27,west
1300,1650.0,2018-12-28,north
1301,1794.0,2018-12-28,south
1302,1764.0,2018-12-28,east
1303,1797.0,2018-12-28,west
1304,1626.0,2018-12-29,north
1305,1794.0,2018-12-29,south
1306,1695.0,2018-12-29,east
1307,1740.0,2018-12-29,west
1308,1758.0,2018-12-30,north
1309,1785.0,2018-12-30,south
1310,1599.0,2018-12-30,east
1311,1689.0,2018-12-30,west
1312,1527.0,2018-12-31,north
1313,1710.0,2018-12-31,south
1314,1590.0,2018-12-31,east
1315,1653.0,2018-12-31,west
1316,1518.0,2019-01-01,north
1317,1632.0,2019-01-01,south
1318,1755.0,2019-01-01,east
1319,1551.0,2019-01-01,west
1320,1767.0,2019-01-02,north
1321,1605.0,2019-01-02,south
1322,1692.0,2019-01-02,east
1323,1794.0,2019-01-02,west
1324,1695.0,2019-01-03,north
1325,1737.0,2019-01-03,south
1326,1575.0,2019-01-03,east
1327,1509.0,2019-01-03,west
1328,1590.0,2019-01-04,north
1329,1500.0,2019-01-04,south
1330,1590.0,2019-01-04,east
1331,1638.0,2019-01-04,west
1332,1761.0,2019-01-05,north
1333,1590.0,2019-01-05,south
1334,1725.0,2019-01-05,east
1335,1551.0,2019-01-05,west
1336,1644.0,2019-01-06,north
1337,1779.0,2019-01-06,south
1338,1794.0,2019-01-06,east
1339,1638.0,2019-01-06,west
1340,1644.0,2019-01-07,north
1341,1647.0,2019-01-07,south
1342,1692.0,2019-01-07,east
1343,1623.0,2019-01-07,west
1344,1722.0,2019-01-08,north
1345,1551.0,2019-01-08,south
1346,1731.0,2019-01-08,east
1347,1701.0,2019-01-08,west
1348,1500.0,2019-01-09,north
1349,1764.0,2019-01-09,south
1350,1764.0,2019-01-09,east
1351,1635.0,2019-01-09,west
1352,1767.0,2019-01-10,north
1353,1551.0,2019-01-10,south
1354,1512.0,2019-01-10,east
1355,1686.0,2019-01-10,west
1356,1662.0,2019-01-11,north
1357,1512.0,2019-01-11,south
1358,1608.0,2019-01-11,east
1359,1611.0,2019-01-11,west
1360,1566.0,2019-01-12,north
1361,1773.0,2019-01-12,south
1362,1707.0,2019-01-12,east
1363,1752.0,2019-01-12,west
1364,1551.0,2019-01-13,north
1365,1503.0,2019-01-13,south
1366,1536.0,2019-01-13,east
1367,1728.0,2019-01-13,west
1368,1692.0,2019-01-14,north
1369,1521.0,2019-01-14,south
1370,1698.0,2019-01-14,east
1371,1791.0,2019-01-14,west
1372,1605.0,2019-01-15,north
1373,1761.0,2019-01-15,south
1374,1617.0,2019-01-15,east
1375,1503.0,2019-01-15,west
1376,1548.0,2019-01-16,north
1377,1734.0,2019-01-16,south
1378,1506.0,2019-01-16,east
1379,1533.0,2019-01-16,west
1380,1590.0,2019-01-17,north
1381,1707.0,2019-01-17,south
1382,1509.0,2019-01-17,east
1383,1653.0,2019-01-17,west
1384,1572.0,2019-01-18,north
1385,1563.0,2019-01-18,south
1386,1635.0,2019-01-18,east
1387,1734.0,2019-01-18,west
1388,1587.0,2019-01-19,north
1389,1506.0,2019-01-19,south
1390,1689.0,2019-01-19,east
1391,1701.0,2019-01-19,west
1392,1707.0,2019-01-20,north
1393,1557.0,2019-01-20,south
1394,1722.0,2019-01-20,east
1395,1629.0,2019-01-20,west
1396,1611.0,2019-01-21,north
1397,1515.0,2019-01-21,south
1398,1614.0,2019-01-21,east
1399,1593.0,2019-01-21,west
1400,1719.0,2019-01-22,north
1401,1506.0,2019-01-22,south
1402,1794.0,2019-01-22,east
1403,1731.0,2019-01-22,west
1404,1662.0,2019-01-23,north
1405,1728.0,2019-01-23,south
1406,1563.0,2019-01-23,east
1407,1662.0,2019-01-23,west
1408,1647.0,2019-01-24,north
1409,1638.0,2019-01-24,south
1410,1557.0,2019-01-24,east
1411,1518.0,2019-01-24,west
1412,1560.0,2019-01-25,north
1413,1656.0,2019-01-25,south
1414,1707.0,2019-01-25,east
1415,1767.0,2019-01-25,west
1416,1671.0,2019-01-26,north
1417,1686.0,2019-01-26,south
1418,1653.0,2019-01-26,east
1419,1647.0,2019-01-26,west
1420,1524.0,2019-01-27,north
1421,1503.0,2019-01-27,south
1422,1533.0,2019-01-27,east
1423,1785.0,2019-01-27,west
1424,1731.0,2019-01-28,north
1425,1782.0,2019-01-28,south
1426,1560.0,2019-01-28,east
1427,1782.0,2019-01-28,west
1428,1500.0,2019-01-29,north
1429,1728.0,2019-01-29,south
1430,1605.0,2019-01-29,east
1431,1614.0,2019-01-29,west
1432,1782.0,2019-01-30,north
1433,1638.0,2019-01-30,south
1434,1797.0,2019-01-30,east
1435,1641.0,2019-01-30,west
1436,1650.0,2019-01-31,north
1437,1536.0,2019-01-31,south
1438,1599.0,2019-01-31,east
1439,1740.0,2019-01-31,west
1440,1749.0,2019-02-01,north
1441,1581.0,2019-02-01,south
1442,1662.0,2019-02-01,east
1443,1509.0,2019-02-01,west
1444,1596.0,2019-02-02,north
1445,1638.0,2019-02-02,south
1446,1746.0,2019-02-02,east
1447,1611.0,2019-02-02,west
1448,1602.0,2019-02-03,north
1449,1722.0,2019-02-03,south
1450,1734.0,2019-02-03,east
1451,1749.0,2019-02-03,west
1452,1548.0,2019-02-04,north
1453,1647.0,2019-02-04,south
1454,1560.0,2019-02-04,east
1455,1542.0,2019-02-04,west
1456,1617.0,2019-02-05,north
1457,1659.0,2019-02-05,south
1458,1674.0,2019-02-05,east
1459,1524.0,2019-02-05,west
1460,1551.0,2019-02-06,north
1461,1722.0,2019-02-06,south
1462,1563.0,2019-02-06,east
1463,1692.0,2019-02-06,west
1464,1734.0,2019-02-07,north
1465,1584.0,2019-02-07,south
1466,1662.0,2019-02-07,east
1467,1545.0,2019-02-07,west
1468,1662.0,2019-02-08,north
1469,1614.0,2019-02-08,south
1470,1719.0,2019-02-08,east
1471,1788.0,2019-02-08,west
1472,1779.0,2019-02-09,north
1473,1665.0,2019-02-09,south
1474,1605.0,2019-02-09,east
1475,1641.0,2019-02-09,west
1476,1725.0,2019-02-10,north
1477,1611.0,2019-02-10,south
1478,1560.0,2019-02-10,east
1479,1575.0,2019-02-10,west
1480,1563.0,2019-02-11,north
1481,1773.0,2019-02-11,south
1482,1536.0,2019-02-11,east
1483,1551.0,2019-02-11,west
1484,1572.0,2019-02-12,north
1485,1608.0,2019-02-12,south
1486,1752.0,2019-02-12,east
1487,1734.0,2019-02-12,west
1488,1686.0,2019-02-13,north
1489,1782.0,2019-02-13,south
1490,1500.0,2019-02-13,east
1491,1731.0,2019-02-13,west
1492,1725.0,2019-02-14,north
1493,1578.0,2019-02-14,south
1494,1560.0,2019-02-14,east
1495,1644.0,2019-02-14,west
1496,1566.0,2019-02-15,north
1497,1584.0,2019-02-15,south
1498,1695.0,2019-02-15,east
1499,1734.0,2019-02-15,west
1500,1794.0,2019-02-16,north
1501,1731.0,2019-02-16,south
1502,1674.0,2019-02-16,east
1503,1599.0,2019-02-16,west
1504,1512.0,2019-02-17,north
1505,1653.0,2019-02-17,south
1506,1722.0,2019-02-17,east
1507,1641.0,2019-02-17,west
1508,1695.0,2019-02-18,north
1509,1749.0,2019-02-18,south
1510,1728.0,2019-02-18,east
1511,1764.0,2019-02-18,west
1512,1716.0,2019-02-19,north
1513,1599.0,2019-02-19,south
1514,1596.0,2019-02-19,east
1515,1644.0,2019-02-19,west
1516,1740.0,2019-02-20,north
1517,1641.0,2019-02-20,south
1518,1566.0,2019-02-20,east
1519,1656.0,2019-02-20,west
1520,1599.0,2019-02-21,north
1521,1725.0,2019-02-21,south
1522,1731.0,2019-02-21,east
1523,1719.0,2019-02-21,west
1524,1770.0,2019-02-22,north
1525,1794.0,2019-02-22,south
1526,1725.0,2019-02-22,east
1527,1713.0,2019-02-22,west
1528,1599.0,2019-02-23,north
1529,1743.0,2019-02-23,south
1530,1518.0,2019-02-23,east
1531,1614.0,2019-02-23,west
1532,1692.0,2019-02-24,north
1533,1755.0,2019-02-24,south
1534,1653.0,2019-02-24,east
1535,1524.0,2019-02-24,west
1536,1635.0,2019-02-25,north
1537,1734.0,2019-02-25,south
1538,1713.0,2019-02-25,east
1539,1578.0,2019-02-25,west
1540,1566.0,2019-02-26,north
1541,1653.0,2019-02-26,south
1542,1506.0,2019-02-26,east
1543,1656.0,2019-02-26,west
1544,1593.0,2019-02-27,north
1545,1545.0,2019-02-27,south
1546,1734.0,2019-02-27,east
1547,1635.0,2019-02-27,west
1548,1710.0,2019-02-28,north
1549,1569.0,2019-02-28,south
1550,1731.0,2019-02-28,east
1551,1599.0,2019-02-28,west
1552,1593.0,2019-03-01,north
1553,1707.0,2019-03-01,south
1554,1638.0,2019-03-01,east
1555,1539.0,2019-03-01,west
1556,1782.0,2019-03-02,north
1557,1794.0,2019-03-02,south
1558,1608.0,2019-03-02,east
1559,1689.0,2019-03-02,west
1560,1698.0,2019-03-03,north
1561,1518.0,2019-03-03,south
1562,1593.0,2019-03-03,east
1563,1611.0,2019-03-03,west
1564,1587.0,2019-03-04,north
1565,1686.0,2019-03-04,south
1566,1518.0,2019-03-04,east
1567,1632.0,2019-03-04,west
1568,1566.0,2019-03-05,north
1569,1569.0,2019-03-05,south
1570,1743.0,2019-03-05,east
1571,1557.0,2019-03-05,west
1572,1746.0,2019-03-06,north
1573,1662.0,2019-03-06,south
1574,1674.0,2019-03-06,east
1575,1608.0,2019-03-06,west
1576,1551.0,2019-03-07,north
1577,1581.0,2019-03-07,south
1578,1560.0,2019-03-07,east
1579,1674.0,2019-03-07,west
1580,1521.0,2019-03-08,north
1581,1782.0,2019-03-08,south
1582,1617.0,2019-03-08,east
1583,1797.0,2019-03-08,west
1584,1533.0,2019-03-09,north
1585,1749.0,2019-03-09,south
1586,1656.0,2019-03-09,east
1587,1644.0,2019-03-09,west
1588,1545.0,2019-03-10,north
1589,1776.0,2019-03-10,south
1590,1650.0,2019-03-10,east
1591,1737.0,2019-03-10,west
1592,1659.0,2019-03-11,north
1593,1722.0,2019-03-11,south
1594,1689.0,2019-03-11,east
1595,1692.0,2019-03-11,west
1596,1518.0,2019-03-12,north
1597,1581.0,2019-03-12,south
1598,1626.0,2019-03-12,east
1599,1668.0,2019-03-12,west
1600,1524.0,2019-03-13,north
1601,1797.0,2019-03-13,south
1602,1542.0,2019-03-13,east
1603,1653.0,2019-03-13,west
1604,1677.0,2019-03-14,north
1605,1524.0,2019-03-14,south
1606,1692.0,2019-03-14,east
1607,1704.0,2019-03-14,west
1608,1647.0,2019-03-15,north
1609,1671.0,2019-03-15,south
1610,1563.0,2019-03-15,east
1611,1650.0,2019-03-15,west
1612,1563.0,2019-03-16,north
1613,1680.0,2019-03-16,south
1614,1728.0,2019-03-16,east
1615,1680.0,2019-03-16,west
1616,1683.0,2019-03-17,north
1617,1638.0,2019-03-17,south
1618,1545.0,2019-03-17,east
1619,1671.0,2019-03-17,west
1620,1701.0,2019-03-18,north
1621,1515.0,2019-03-18,south
1622,1764.0,2019-03-18,east
1623,1668.0,2019-03-18,west
1624,1677.0,2019-03-19,north
1625,1752.0,2019-03-19,south
1626,1635.0,2019-03-19,east
1627,1605.0,2019-03-19,west
1628,1635.0,2019-03-20,north
1629,1596.0,2019-03-20,south
1630,1608.0,2019-03-20,east
1631,1779.0,2019-03-20,west
1632,1776.0,2019-03-21,north
1633,1635.0,2019-03-21,south
1634,1791.0,2019-03-21,east
1635,1779.0,2019-03-21,west
1636,1746.0,2019-03-22,north
1637,1545.0,2019-03-22,south
1638,1767.0,2019-03-22,east
1639,1731.0,2019-03-22,west
1640,1734.0,2019-03-23,north
1641,1509.0,2019-03-23,south
1642,1686.0,2019-03-23,east
1643,1797.0,2019-03-23,west
1644,1566.0,2019-03-24,north
1645,1557.0,2019-03-24,south
1646,1797.0,2019-03-24,east
1647,1755.0,2019-03-24,west
1648,1650.0,2019-03-25,north
1649,1500.0,2019-03-25,south
1650,1554.0,2019-03-25,east
1651,1734.0,2019-03-25,west
1652,1701.0,2019-03-26,north
1653,1782.0,2019-03-26,south
1654,1797.0,2019-03-26,east
1655,1557.0,2019-03-26,west
1656,1668.0,2019-03-27,north
1657,1575.0,2019-03-27,south
1658,1608.0,2019-03-27,east
1659,1527.0,2019-03-27,west
1660,1518.0,2019-03-28,north
1661,1509.0,2019-03-28,south
1662,1767.0,2019-03-28,east
1663,1557.0,2019-03-28,west
1664,1605.0,2019-03-29,north
1665,1686.0,2019-03-29,south
1666,1656.0,2019-03-29,east
1667,1653.0,2019-03-29,west
1668,1722.0,2019-03-30,north
1669,1593.0,2019-03-30,south
1670,1557.0,2019-03-30,east
1671,1710.0,2019-03-30,west
1672,1785.0,2019-03-31,north
1673,1710.0,2019-03-31,south
1674,1653.0,2019-03-31,east
1675,1572.0,2019-03-31,west
1676,1512.0,2019-04-01,north
1677,1794.0,2019-04-01,south
1678,1569.0,2019-04-01,east
1679,1608.0,2019-04-01,west
1680,1623.0,2019-04-02,north
1681,1791.0,2019-04-02,south
1682,1785.0,2019-04-02,east
1683,1629.0,2019-04-02,west
1684,1539.0,2019-04-03,north
1685,1626.0,2019-04-03,south
1686,1695.0,2019-04-03,east
1687,1518.0,2019-04-03,west
1688,1530.0,2019-04-04,north
1689,1683.0,2019-04-04,south
1690,1662.0,2019-04-04,east
1691,1632.0,2019-04-04,west
1692,1614.0,2019-04-05,north
1693,1605.0,2019-04-05,south
1694,1662.0,2019-04-05,east
1695,1713.0,2019-04-05,west
1696,1749.0,2019-04-06,north
1697,1713.0,2019-04-06,south
1698,1716.0,2019-04-06,east
1699,1557.0,2019-04-06,west
1700,1605.0,2019-04-07,north
1701,1635.0,2019-04-07,south
1702,1518.0,2019-04-07,east
1703,1632.0,2019-04-07,west
